"ti"	"ti_anc"	"terminal_flag"	"rank_flag"	"model"	"taxon_name"	"common_name"	"rank"	"n_gi_node"	"n_gi_sub_nonmodel"	"n_gi_sub_model"	"n_clust_node"	"n_clust_sub"	"n_PIclust_sub"	"n_sp_desc"	"n_sp_model"	"n_leaf_desc"	"n_otu_desc"	"ti_genus"	"n_genera"
9840	9839	NA	1	NA	"Lama guanicoe"	"guanaco"	"species"	867	867	0	NA	NA	NA	1	0	4	5	9839	0
273914	9844	NA	1	NA	"Lama glama chaku"	NA	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	9839	0
273915	9844	NA	1	NA	"Lama glama ccara"	NA	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	9839	0
273916	9844	NA	1	NA	"Lama glama argentina"	NA	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	9839	0
9844	9839	NA	1	NA	"Camelus glama"	"llama"	"species"	1499	1499	0	NA	NA	NA	1	0	3	4	9839	0
9839	9835	NA	1	NA	"Lama"	NA	"genus"	0	2366	0	NA	NA	NA	2	0	7	10	9839	0
273917	9843	NA	1	NA	"Vicugna mensalis"	NA	"subspecies"	302	302	0	NA	NA	NA	0	0	1	1	30539	0
273918	9843	NA	1	NA	"Vicugna vicugna vicugna"	NA	"subspecies"	53	53	0	NA	NA	NA	0	0	1	1	30539	0
1825697	9843	NA	1	NA	"Lama gracilis"	NA	"subspecies"	41	41	0	NA	NA	NA	0	0	1	1	30539	0
9843	30539	NA	1	NA	"Camelus vicugna"	"vicugna"	"species"	161	161	0	NA	NA	NA	1	0	3	4	30539	0
273912	30538	NA	1	NA	"Lama pacos suri"	NA	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	30539	0
273913	30538	NA	1	NA	"Lama pacos huacaya"	NA	"subspecies"	3327	3327	0	NA	NA	NA	0	0	1	1	30539	0
30538	30539	NA	1	NA	"Lama guanicoe pacos"	"alpaca"	"species"	314412	0	314412	NA	NA	NA	1	1	2	3	30539	0
30539	9835	NA	1	NA	"Vicugna"	NA	"genus"	0	161	314412	NA	NA	NA	2	1	5	8	30539	0
647691	647690	NA	1	NA	"Camelops hesternus"	NA	"species"	0	0	0	NA	NA	NA	1	0	1	1	647690	0
1656233	647690	NA	1	NA	"Camelops cf. hesternus JAC-2015"	NA	"species"	3	3	0	NA	NA	NA	1	0	1	1	647690	0
647690	9835	NA	1	NA	"Camelops"	NA	"genus"	0	3	0	NA	NA	NA	2	0	2	3	647690	0
1579311	1579310	NA	1	NA	"Camelidae mixed library"	NA	"species"	5	5	0	NA	NA	NA	1	0	1	1	9835	0
1579310	9835	NA	0	NA	"unclassified Camelidae"	NA	"no rank"	0	5	0	NA	NA	NA	1	0	1	2	NA	0
9835	9834	NA	1	NA	"Camelidae"	NA	"family"	0	2538	1857154	NA	NA	NA	11	4	19	29	NA	4
9834	91561	NA	1	NA	"Artiodactyla"	NA	"suborder"	0	2538	1857154	NA	NA	NA	11	4	19	30	NA	4
9411	9410	NA	1	NA	"Australian false vampire bat"	"Australian false vampire bat"	"species"	60	60	0	NA	NA	NA	1	0	1	1	9410	0
9410	9409	NA	1	NA	"Macroderma"	NA	"genus"	0	60	0	NA	NA	NA	1	0	1	2	9410	0
9413	9412	NA	1	NA	"Indian false vampire"	"Indian false vampire"	"species"	112056	0	112056	NA	NA	NA	1	1	1	1	9412	0
9414	9412	NA	1	NA	"Megaderma spasma"	"lesser false vampire bat"	"species"	56	56	0	NA	NA	NA	1	0	1	1	9412	0
9412	9409	NA	1	NA	"Megaderma"	NA	"genus"	0	56	112056	NA	NA	NA	2	1	2	3	9412	0
270764	270763	NA	1	NA	"Cardioderma cor"	"heart-nosed bat"	"species"	39	39	0	NA	NA	NA	1	0	1	1	270763	0
270763	9409	NA	1	NA	"Cardioderma"	NA	"genus"	0	39	0	NA	NA	NA	1	0	1	2	270763	0
1582325	1582324	NA	1	NA	"Lavia frons"	"yellow-winged bat"	"species"	9	9	0	NA	NA	NA	1	0	1	1	1582324	0
1582324	9409	NA	1	NA	"Lavia"	NA	"genus"	0	9	0	NA	NA	NA	1	0	1	2	1582324	0
9409	30560	NA	1	NA	"Megadermatidae"	"false vampire bats"	"family"	0	164	112056	NA	NA	NA	5	1	5	10	NA	4
94962	94958	NA	1	NA	"Noctilio albiventris"	"lesser bulldog bat"	"species"	356	356	0	NA	NA	NA	1	0	1	1	94958	0
94963	94958	NA	1	NA	"Noctilio leporinus"	"greater bulldog bat"	"species"	329	329	0	NA	NA	NA	1	0	1	1	94958	0
409040	94958	NA	1	NA	"Noctilio albiventris PS1"	NA	"species"	18	18	0	NA	NA	NA	1	0	1	1	94958	0
409042	94958	NA	1	NA	"Noctilio albiventris PS2"	NA	"species"	32	32	0	NA	NA	NA	1	0	1	1	94958	0
94958	94957	NA	1	NA	"Noctilio"	NA	"genus"	0	735	0	NA	NA	NA	4	0	4	5	94958	0
94957	30560	NA	1	NA	"Noctilionidae"	NA	"family"	0	735	0	NA	NA	NA	4	0	4	6	NA	1
329870	258842	NA	1	NA	"Persian trident bat"	"Persian trident bat"	"species"	43	43	0	NA	NA	NA	1	0	1	1	258842	0
329871	258842	NA	1	NA	"Triaenops rufus"	NA	"species"	54	54	0	NA	NA	NA	1	0	1	1	258842	0
549400	258842	NA	1	NA	"Triaenops sp. PPV-2008"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	258842	0
549403	258842	NA	1	NA	"Triaenops afer"	NA	"species"	3	3	0	NA	NA	NA	1	0	1	1	258842	0
1195082	258842	NA	1	NA	"Triaenops menamena"	NA	"species"	19	19	0	NA	NA	NA	1	0	1	1	258842	0
258842	1677019	NA	1	NA	"Triaenops"	NA	"genus"	0	123	0	NA	NA	NA	5	0	5	6	258842	0
270786	271602	NA	1	NA	"Melonycteris aurantius"	"Orange leaf-nosed bat"	"species"	93	93	0	NA	NA	NA	1	0	1	1	271602	0
271602	1677019	NA	1	NA	"Rhinonicteris"	NA	"genus"	0	93	0	NA	NA	NA	1	0	1	2	271602	0
302400	302399	NA	1	NA	"Cloeotis percivali"	"Percival's trident bat"	"species"	28	28	0	NA	NA	NA	1	0	1	1	302399	0
302399	1677019	NA	1	NA	"Cloeotis"	NA	"genus"	0	28	0	NA	NA	NA	1	0	1	2	302399	0
258843	1615588	NA	1	NA	"Paratriaenops furculus"	"Trouessart's trident bat"	"species"	66	66	0	NA	NA	NA	1	0	1	1	1615588	0
329872	1615588	NA	1	NA	"Grandidier's trident bat"	"Grandidier's trident bat"	"species"	42	42	0	NA	NA	NA	1	0	1	1	1615588	0
1615588	1677019	NA	1	NA	"Paratriaenops"	NA	"genus"	0	108	0	NA	NA	NA	2	0	2	3	1615588	0
1677019	30560	NA	1	NA	"Rhinonicteridae"	NA	"family"	0	352	0	NA	NA	NA	9	0	9	14	NA	4
30542	30541	NA	1	NA	"Conepatus chinga"	"Molina's hog-nosed skunk"	"species"	156	156	0	NA	NA	NA	1	0	1	1	30541	0
218539	30543	NA	1	NA	"Conepatus leuconotus leuconotus"	NA	"subspecies"	15	15	0	NA	NA	NA	0	0	1	1	30541	0
218540	30543	NA	1	NA	"Conepatus leuconotus figginsi"	NA	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	30541	0
30543	30541	NA	1	NA	"Conepatus leuconotus"	"eastern hog-nosed skunk"	"species"	12	12	0	NA	NA	NA	1	0	2	3	30541	0
30544	30541	NA	1	NA	"Conepatus mesoleucus"	"western hog-nosed skunk"	"species"	12	12	0	NA	NA	NA	1	0	1	1	30541	0
298411	30541	NA	1	NA	"Conepatus semistriatus"	"striped hog-nosed skunk"	"species"	85	85	0	NA	NA	NA	1	0	1	1	30541	0
1566867	30541	NA	1	NA	"Conepatus sp."	NA	"species"	32	32	0	NA	NA	NA	1	0	1	1	30541	0
30541	119825	NA	1	NA	"Conepatus"	NA	"genus"	0	297	0	NA	NA	NA	5	0	6	8	30541	0
30547	30546	NA	1	NA	"Mephitis macroura"	"hooded skunk"	"species"	8	8	0	NA	NA	NA	1	0	1	1	30546	0
30548	30546	NA	1	NA	"Mephitis mephitis"	"striped skunk"	"species"	483	483	0	NA	NA	NA	1	0	1	1	30546	0
30546	119825	NA	1	NA	"Mephitis"	NA	"genus"	0	491	0	NA	NA	NA	2	0	2	3	30546	0
352832	30551	NA	1	NA	"Spilogale gracilis latifrons"	NA	"subspecies"	5	5	0	NA	NA	NA	0	0	1	1	30550	0
30551	30550	NA	1	NA	"Spilogale gracilis"	"western spotted skunk"	"species"	287	287	0	NA	NA	NA	1	0	1	2	30550	0
30552	30550	NA	1	NA	"Spilogale putorius"	"eastern spotted skunk"	"species"	36	36	0	NA	NA	NA	1	0	1	1	30550	0
2019457	30550	NA	1	NA	"Spilogale pygmaea"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	30550	0
30550	119825	NA	1	NA	"Spilogale"	NA	"genus"	0	327	0	NA	NA	NA	3	0	3	5	30550	0
55045	55044	NA	1	NA	"Mydaus marchei"	"Palawan stink badger"	"species"	6	6	0	NA	NA	NA	1	0	1	1	55044	0
311557	55044	NA	1	NA	"Mydaus javanensis"	"Sunda stink badger"	"species"	12	12	0	NA	NA	NA	1	0	1	1	55044	0
55044	119825	NA	1	NA	"Mydaus"	NA	"genus"	0	18	0	NA	NA	NA	2	0	2	3	55044	0
119825	379584	NA	1	NA	"Mephitidae"	"skunks"	"family"	0	1133	0	NA	NA	NA	12	0	13	20	NA	4
27670	27669	NA	1	NA	"Nycticeius humeralis"	"evening bat"	"species"	35	35	0	NA	NA	NA	1	0	1	1	27669	0
27669	9431	NA	1	NA	"Nycticeius"	NA	"genus"	0	35	0	NA	NA	NA	1	0	1	2	27669	0
153288	59468	NA	1	NA	"Nycticeinops schleiffenii"	NA	"species"	45	45	0	NA	NA	NA	1	0	1	1	59468	0
59468	9431	NA	1	NA	"Nycticeinops"	NA	"genus"	0	45	0	NA	NA	NA	1	0	1	2	59468	0
153293	153292	NA	1	NA	"Hemprich's desert bat"	"Hemprich's desert bat"	"species"	46	46	0	NA	NA	NA	1	0	1	1	153292	0
798163	153292	NA	1	NA	"Otonycteris hemprichii leucophaea"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	153292	0
153292	9431	NA	1	NA	"Otonycteris"	NA	"genus"	0	50	0	NA	NA	NA	2	0	2	3	153292	0
59482	59481	NA	1	NA	"Saccopteryx bilineata"	"greater sac-winged bat"	"species"	309	309	0	NA	NA	NA	1	0	1	1	59481	0
245071	59481	NA	1	NA	"Saccopteryx sp. CRB2490"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	59481	0
249018	59481	NA	1	NA	"Saccopteryx leptura"	"lesser sac-winged bat"	"species"	85	85	0	NA	NA	NA	1	0	1	1	59481	0
409053	59481	NA	1	NA	"Frosted sac-winged bat"	"Frosted sac-winged bat"	"species"	12	12	0	NA	NA	NA	1	0	1	1	59481	0
409054	59481	NA	1	NA	"Amazonian sac-winged bat"	"Amazonian sac-winged bat"	"species"	8	8	0	NA	NA	NA	1	0	1	1	59481	0
59481	461394	NA	1	NA	"Saccopteryx"	NA	"genus"	0	415	0	NA	NA	NA	5	0	5	6	59481	0
110940	110939	NA	1	NA	"Emballonura atrata"	"Peters's sheath-tailed bat"	"species"	375	375	0	NA	NA	NA	1	0	1	1	110939	0
1368311	170234	NA	1	NA	"Emballonura semicaudata rotensis"	NA	"subspecies"	3	3	0	NA	NA	NA	0	0	1	1	110939	0
170234	110939	NA	1	NA	"Emballonura semicaudata"	"Polynesian sheath-tailed bat"	"species"	26	26	0	NA	NA	NA	1	0	1	2	110939	0
175525	110939	NA	1	NA	"Emballonura monticola"	NA	"species"	9	9	0	NA	NA	NA	1	0	1	1	110939	0
187004	110939	NA	1	NA	"Emballonura alecto"	NA	"species"	9	9	0	NA	NA	NA	1	0	1	1	110939	0
271461	110939	NA	1	NA	"Emballonura sp. JMW-2004"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	110939	0
344223	110939	NA	1	NA	"Emballonura tiavato"	NA	"species"	72	72	0	NA	NA	NA	1	0	1	1	110939	0
446907	110939	NA	1	NA	"Beccari's sheath-tailed bat"	"Beccari's sheath-tailed bat"	"species"	12	12	0	NA	NA	NA	1	0	1	1	110939	0
446908	110939	NA	1	NA	"Emballonura raffrayana"	"Raffray's sheath-tailed bat"	"species"	32	32	0	NA	NA	NA	1	0	1	1	110939	0
450945	110939	NA	1	NA	"Emballonura serii"	"Seri's sheath-tailed bat"	"species"	6	6	0	NA	NA	NA	1	0	1	1	110939	0
463806	110939	NA	1	NA	"Emballonura nigrescens"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	110939	0
1116478	110939	NA	1	NA	"Emballonura dianae"	"Large-eared sheath-tailed bat"	"species"	3	3	0	NA	NA	NA	1	0	1	1	110939	0
1244809	110939	NA	1	NA	"Emballonura sp. SJP-2012"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	110939	0
110939	461394	NA	1	NA	"Emballonura"	NA	"genus"	0	548	0	NA	NA	NA	12	0	12	14	110939	0
148088	148078	NA	1	NA	"Diclidurus albus"	NA	"species"	6	6	0	NA	NA	NA	1	0	1	1	148078	0
210810	148078	NA	1	NA	"Diclidurus scutatus"	"lesser ghost bat"	"species"	5	5	0	NA	NA	NA	1	0	1	1	148078	0
409021	148078	NA	1	NA	"Diclidurus isabellus"	"Isabelle's ghost bat"	"species"	30	30	0	NA	NA	NA	1	0	1	1	148078	0
463803	148078	NA	1	NA	"Diclidurus ingens"	"Greater ghost bat"	"species"	3	3	0	NA	NA	NA	1	0	1	1	148078	0
148078	461394	NA	1	NA	"Diclidurus"	NA	"genus"	0	44	0	NA	NA	NA	4	0	4	5	148078	0
249010	148079	NA	1	NA	"Balantiopteryx plicata"	"gray sac-winged rat"	"species"	26	26	0	NA	NA	NA	1	0	1	1	148079	0
463801	148079	NA	1	NA	"Balantiopteryx io"	"Thomas's sac-winged bat"	"species"	19	19	0	NA	NA	NA	1	0	1	1	148079	0
463802	148079	NA	1	NA	"Balantiopteryx infusca"	"Ecuadorian sac-winged bat"	"species"	5	5	0	NA	NA	NA	1	0	1	1	148079	0
148079	461394	NA	1	NA	"Balantiopteryx"	NA	"genus"	0	50	0	NA	NA	NA	3	0	3	4	148079	0
249012	249011	NA	1	NA	"Cormura brevirostris"	"chestnut sac-winged bat"	"species"	68	68	0	NA	NA	NA	1	0	1	1	249011	0
249011	461394	NA	1	NA	"Cormura"	NA	"genus"	0	68	0	NA	NA	NA	1	0	1	2	249011	0
249014	249013	NA	1	NA	"Peropteryx kappleri"	"greater dog-like bat"	"species"	18	18	0	NA	NA	NA	1	0	1	1	249013	0
249015	249013	NA	1	NA	"Peropteryx macrotis"	"lesser dog-like bat"	"species"	29	29	0	NA	NA	NA	1	0	1	1	249013	0
409046	249013	NA	1	NA	"Peropteryx leucoptera"	"White-winged dog-like bat"	"species"	13	13	0	NA	NA	NA	1	0	1	1	249013	0
463804	249013	NA	1	NA	"Peropteryx trinitatis"	"Trinidad dog-like bat"	"species"	17	17	0	NA	NA	NA	1	0	1	1	249013	0
463810	249013	NA	1	NA	"Peropteryx sp. ROM 104396"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	249013	0
463811	249013	NA	1	NA	"Peropteryx sp. RSV 2330"	NA	"species"	3	3	0	NA	NA	NA	1	0	1	1	249013	0
1158974	249013	NA	1	NA	"Peropteryx sp. BOLD:AAI2457"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	249013	0
249013	461394	NA	1	NA	"Peropteryx"	NA	"genus"	0	85	0	NA	NA	NA	7	0	7	8	249013	0
249017	249016	NA	1	NA	"Rhynchonycteris naso"	"proboscis bat"	"species"	148	148	0	NA	NA	NA	1	0	1	1	249016	0
249016	461394	NA	1	NA	"Rhynchonycteris"	NA	"genus"	0	148	0	NA	NA	NA	1	0	1	2	249016	0
409020	409019	NA	1	NA	"Cyttarops alecto"	"Short-eared bat"	"species"	11	11	0	NA	NA	NA	1	0	1	1	409019	0
409019	461394	NA	1	NA	"Cyttarops"	NA	"genus"	0	11	0	NA	NA	NA	1	0	1	2	409019	0
450944	450943	NA	1	NA	"Dark sheath-tailed bat"	"Dark sheath-tailed bat"	"species"	30	30	0	NA	NA	NA	1	0	1	1	450943	0
450943	461394	NA	1	NA	"Mosia"	NA	"genus"	0	30	0	NA	NA	NA	1	0	1	2	450943	0
461398	461396	NA	1	NA	"Centronycteris maximiliani"	"shaggy bat"	"species"	11	11	0	NA	NA	NA	1	0	1	1	461396	0
463805	461396	NA	1	NA	"Centronycteris centralis"	"Thomas's shaggy bat"	"species"	4	4	0	NA	NA	NA	1	0	1	1	461396	0
461396	461394	NA	1	NA	"Centronycteris"	NA	"genus"	0	15	0	NA	NA	NA	2	0	2	3	461396	0
907075	461397	NA	1	NA	"African sheath-tailed bat"	"African sheath-tailed bat"	"species"	38	38	0	NA	NA	NA	1	0	1	1	461397	0
1116479	461397	NA	1	NA	"Coleura seychellensis"	"Seychelles sheath-tailed bat"	"species"	2	2	0	NA	NA	NA	1	0	1	1	461397	0
1244808	461397	NA	1	NA	"Coleura kibomalandy"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	461397	0
461397	461394	NA	1	NA	"Coleura"	NA	"genus"	0	42	0	NA	NA	NA	3	0	3	4	461397	0
461394	30562	NA	1	NA	"Emballonurinae"	NA	"subfamily"	0	1456	0	NA	NA	NA	40	0	40	53	NA	11
13281	13280	NA	1	NA	"Common sheathtail bat"	"sharp-nosed tomb bat"	"species"	2	2	0	NA	NA	NA	1	0	1	1	13280	0
110943	13280	NA	1	NA	"Taphozous sp."	NA	"species"	5	5	0	NA	NA	NA	1	0	1	1	13280	0
187003	13280	NA	1	NA	"Taphozous melanopogon"	NA	"species"	124	124	0	NA	NA	NA	1	0	1	1	13280	0
249019	13280	NA	1	NA	"Taphozous nudiventris"	"naked-rumped tomb bat"	"species"	28	28	0	NA	NA	NA	1	0	1	1	13280	0
302395	13280	NA	1	NA	"Mauritian tomb bat"	"Mauritian tomb bat"	"species"	9	9	0	NA	NA	NA	1	0	1	1	13280	0
446905	13280	NA	1	NA	"Coastal tomb bat"	"Coastal tomb bat"	"species"	3	3	0	NA	NA	NA	1	0	1	1	13280	0
446906	13280	NA	1	NA	"Hill's tomb bat"	"Hill's tomb bat"	"species"	1	1	0	NA	NA	NA	1	0	1	1	13280	0
463807	13280	NA	1	NA	"Long-winged tomb bat"	"Long-winged tomb bat"	"species"	7	7	0	NA	NA	NA	1	0	1	1	13280	0
1002352	13280	NA	1	NA	"Taphozous sp. IVK-2011"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	13280	0
1002354	13280	NA	1	NA	"Hildegard's tomb bat"	"Hildegard's tomb bat"	"species"	3	3	0	NA	NA	NA	1	0	1	1	13280	0
1381355	13280	NA	1	NA	"Egyptian tomb bat"	"Egyptian tomb bat"	"species"	1	1	0	NA	NA	NA	1	0	1	1	13280	0
1548710	13280	NA	1	NA	"Taphozous sp. CS-2014"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	13280	0
2029311	13280	NA	1	NA	"Taphozous theobaldi"	"Theobald's tomb bat"	"species"	0	0	0	NA	NA	NA	1	0	1	1	13280	0
13280	461395	NA	1	NA	"Taphozous"	NA	"genus"	0	187	0	NA	NA	NA	13	0	13	14	13280	0
446910	446909	NA	1	NA	"Saccolaimus flaviventris"	"Yellow-bellied pouched bat"	"species"	4	4	0	NA	NA	NA	1	0	1	1	446909	0
526813	446909	NA	1	NA	"Naked-rumped pouched bat"	"Naked-rumped pouched bat"	"species"	7	7	0	NA	NA	NA	1	0	1	1	446909	0
446909	461395	NA	1	NA	"Saccolaimus"	NA	"genus"	0	11	0	NA	NA	NA	2	0	2	3	446909	0
461395	30562	NA	1	NA	"Taphozoinae"	NA	"subfamily"	0	198	0	NA	NA	NA	15	0	15	18	NA	2
30562	30560	NA	1	NA	"Emballonuridae"	"sac-winged, sheath-tailed, and ghost bats"	"family"	0	1654	0	NA	NA	NA	55	0	55	72	NA	13
258959	258958	NA	1	NA	"Tylonycteris pachypus"	"lesser bamboo bat"	"species"	110	110	0	NA	NA	NA	1	0	1	1	258958	0
526822	258958	NA	1	NA	"Greater bamboo bat"	"Greater bamboo bat"	"species"	35	35	0	NA	NA	NA	1	0	1	1	258958	0
1964257	258958	NA	1	NA	"Tylonycteris malayana"	NA	"species"	50	50	0	NA	NA	NA	1	0	1	1	258958	0
1964258	258958	NA	1	NA	"Tylonycteris fulvida"	NA	"species"	76	76	0	NA	NA	NA	1	0	1	1	258958	0
1964259	258958	NA	1	NA	"IEBR-VN11-0055"	NA	"species"	41	41	0	NA	NA	NA	1	0	1	1	258958	0
258958	9431	NA	1	NA	"Tylonycteris"	NA	"genus"	0	312	0	NA	NA	NA	5	0	5	6	258958	0
685777	685776	NA	1	NA	"Harpiola isodon"	NA	"species"	8	8	0	NA	NA	NA	1	0	1	1	685776	0
685776	9431	NA	1	NA	"Harpiola"	NA	"genus"	0	8	0	NA	NA	NA	1	0	1	2	685776	0
124759	124758	NA	1	NA	"Spix's disk-winged bat"	"Spix's disk-winged bat"	"species"	232	232	0	NA	NA	NA	1	0	1	1	124758	0
155041	124758	NA	1	NA	"Thyroptera discifera"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	124758	0
302413	124758	NA	1	NA	"LaVal's disk-winged bat"	"LaVal's disk-winged bat"	"species"	16	16	0	NA	NA	NA	1	0	1	1	124758	0
1945625	124758	NA	1	NA	"Patricia's disk-winged bat"	"Patricia's disk-winged bat"	"species"	1	1	0	NA	NA	NA	1	0	1	1	124758	0
124758	124757	NA	1	NA	"Thyroptera"	NA	"genus"	0	253	0	NA	NA	NA	4	0	4	5	124758	0
124757	30560	NA	1	NA	"Thyropteridae"	NA	"family"	0	253	0	NA	NA	NA	4	0	4	6	NA	1
1310230	1310229	NA	1	NA	"Falsistrellus petersi"	"Peters's pipistrelle"	"species"	7	7	0	NA	NA	NA	1	0	1	1	1310229	0
1310229	9431	NA	1	NA	"Falsistrellus"	NA	"genus"	0	7	0	NA	NA	NA	1	0	1	2	1310229	0
242194	9438	NA	1	NA	"Tadarida brasiliensis brasiliensis"	NA	"subspecies"	37	37	0	NA	NA	NA	0	0	1	1	9437	0
242195	9438	NA	1	NA	"Tadarida brasiliensis cynocephala"	NA	"subspecies"	74	74	0	NA	NA	NA	0	0	1	1	9437	0
242196	9438	NA	1	NA	"Tadarida brasiliensis intermedia"	NA	"subspecies"	15	15	0	NA	NA	NA	0	0	1	1	9437	0
242197	9438	NA	1	NA	"Tadarida brasiliensis mexicana"	NA	"subspecies"	94	94	0	NA	NA	NA	0	0	1	1	9437	0
9438	9437	NA	1	NA	"Brazilian free-tailed bat"	"Brazilian free-tailed bat"	"species"	303	303	0	NA	NA	NA	1	0	4	5	9437	0
59483	9437	NA	1	NA	"European free-tailed bat"	"European free-tailed bat"	"species"	37	37	0	NA	NA	NA	1	0	1	1	9437	0
187006	9437	NA	1	NA	"Tadarida insignis"	NA	"species"	11	11	0	NA	NA	NA	1	0	1	1	9437	0
302412	9437	NA	1	NA	"Egyptian free-tailed bat"	"Egyptian free-tailed bat"	"species"	15	15	0	NA	NA	NA	1	0	1	1	9437	0
556300	9437	NA	1	NA	"Tadarida sp. 7070"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	9437	0
565237	9437	NA	1	NA	"Malagasy free-tailed bat"	"Malagasy free-tailed bat"	"species"	8	8	0	NA	NA	NA	1	0	1	1	9437	0
1582105	9437	NA	1	NA	"Austronomus australis"	"white-striped free-tailed bat"	"species"	1	1	0	NA	NA	NA	1	0	1	1	9437	0
9437	9436	NA	1	NA	"Tadarida"	NA	"genus"	0	376	0	NA	NA	NA	7	0	10	12	9437	0
507607	27619	NA	1	NA	"Eumops floridanus"	NA	"subspecies"	17	17	0	NA	NA	NA	0	0	1	1	27618	0
27619	27618	NA	1	NA	"Eumops glaucinus"	"Wagner's bonneted bat"	"species"	50	50	0	NA	NA	NA	1	0	1	2	27618	0
27620	27618	NA	1	NA	"Eumops perotis"	"western bonneted bat"	"species"	29	29	0	NA	NA	NA	1	0	1	1	27618	0
124747	27618	NA	1	NA	"Eumops auripendulus"	"black bonneted bat"	"species"	306	306	0	NA	NA	NA	1	0	1	1	27618	0
409027	27618	NA	1	NA	"Eumops hansae"	"Sanborn's bonneted bat"	"species"	23	23	0	NA	NA	NA	1	0	1	1	27618	0
507606	27618	NA	1	NA	"Eumops underwoodi"	"Underwood's bonneted bat"	"species"	9	9	0	NA	NA	NA	1	0	1	1	27618	0
507608	27618	NA	1	NA	"Eumops sp. MMM-2008"	NA	"species"	8	8	0	NA	NA	NA	1	0	1	1	27618	0
1246553	649740	NA	1	NA	"Eumops bonariensis nanus"	NA	"subspecies"	9	9	0	NA	NA	NA	0	0	1	1	27618	0
649740	27618	NA	1	NA	"Eumops bonariensis"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	2	27618	0
1001578	27618	NA	1	NA	"Eumops maurus"	"Guianan bonneted bat"	"species"	4	4	0	NA	NA	NA	1	0	1	1	27618	0
1115866	27618	NA	1	NA	"Eumops patagonicus"	"Patagonian dwarf bonneted bat"	"species"	14	14	0	NA	NA	NA	1	0	1	1	27618	0
1115867	27618	NA	1	NA	"Eumops ferox"	NA	"species"	12	12	0	NA	NA	NA	1	0	1	1	27618	0
1115868	27618	NA	1	NA	"Eumops wilsoni"	"Wilson's bonneted bat"	"species"	6	6	0	NA	NA	NA	1	0	1	1	27618	0
1115884	27618	NA	1	NA	"Eumops dabbenei"	"big bonneted bat"	"species"	3	3	0	NA	NA	NA	1	0	1	1	27618	0
1504290	27618	NA	1	NA	"Eumops sp. LMM-2014a"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	27618	0
1848987	27618	NA	1	NA	"CMUFLA 1889"	"Chimers bonneted bat"	"species"	1	1	0	NA	NA	NA	1	0	1	1	27618	0
27618	9436	NA	1	NA	"Eumops"	NA	"genus"	0	470	0	NA	NA	NA	14	0	14	17	27618	0
1552296	27622	NA	1	NA	"Molossus molossus molossus"	NA	"subspecies"	39	39	0	NA	NA	NA	0	0	1	1	27621	0
1554503	27622	NA	1	NA	"Molossus molossus tropidorhynchus"	NA	"subspecies"	4	4	0	NA	NA	NA	0	0	1	1	27621	0
1554504	27622	NA	1	NA	"Molossus molossus daulensis"	NA	"subspecies"	6	6	0	NA	NA	NA	0	0	1	1	27621	0
27622	27621	NA	1	NA	"Molossus molossus"	"Pallas's mastiff bat"	"species"	515	515	0	NA	NA	NA	1	0	3	4	27621	0
58076	27621	NA	1	NA	"Molossus sinaloae"	"Sinaloan mastiff bat"	"species"	3	3	0	NA	NA	NA	1	0	1	1	27621	0
124751	27621	NA	1	NA	"Molossus rufus"	NA	"species"	73	73	0	NA	NA	NA	1	0	1	1	27621	0
245180	27621	NA	1	NA	"Molossus sp. CRB2031"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	27621	0
270771	27621	NA	1	NA	"Molossus ater"	"black mastiff bat"	"species"	3	3	0	NA	NA	NA	1	0	1	1	27621	0
409060	27621	NA	1	NA	"Molossus sp. BCBNT388-06"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	27621	0
999942	27621	NA	1	NA	"Coiban mastiff bat"	"Coiban mastiff bat"	"species"	36	36	0	NA	NA	NA	1	0	1	1	27621	0
999954	27621	NA	1	NA	"Molossus cf. coibensis"	NA	"species"	10	10	0	NA	NA	NA	1	0	1	1	27621	0
1554505	1269259	NA	1	NA	"Molossus bondae"	NA	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	27621	0
